700.000603, 3955, 0, 1507, 0, 2
700.001383, 4051, 0, 1702, 2, 3
700.004912, 4201, 0, 1992, 2, 2
700.008719, 4089, 0, 1975, 2, 3
700.018070, 3780, 0, 1723, 2, 3
700.021296, 3770, 0, 1756, 4, 0
700.024436, 3639, 0, 1877, 2, 2
700.032048, 4238, 0, 1924, 2, 3
700.037821, 3019, 0, 1750, 0, 2
700.044095, 3912, 0, 1717, 2, 3
700.054344, 4174, 0, 1771, 0, 0
700.055309, 4249, 0, 1758, 0, 3
700.060479, 4088, 0, 1895, 6, 4
700.064791, 4185, 0, 1939, 2, 0
700.068919, 3786, 0, 1676, 2, 2
700.074418, 4084, 0, 1882, 2, 0
700.080297, 4173, 2, 1619, 0, 2
700.084522, 3071, 1, 1204, 6, 0
700.090716, 3519, 0, 1972, 0, 0
700.097742, 4266, 0, 1386, 0, 0
700.054335, 4131, 1, 1782, 4, 3
700.055301, 4245, 0, 1786, 0, 2
700.060473, 4116, 0, 1948, 4, 0
700.064785, 4189, 0, 1907, 4, 0
700.068914, 3779, 0, 1668, 2, 2
700.074415, 4076, 0, 1896, 4, 0
700.080293, 4184, 0, 1596, 2, 0
700.084522, 3070, 1, 1178, 4, 0
700.090703, 3513, 0, 2026, 2, 4
700.097731, 4262, 0, 1390, 0, 3
700.106211, 4325, 0, 1591, 0, 0
700.107426, 4263, 0, 2009, 0, 0
700.111878, 4357, 0, 1550, 0, 4
700.119626, 4155, 0, 1760, 0, 3
700.125493, 4062, 0, 1866, 2, 0
700.126618, 3992, 0, 1593, 4, 0
700.132494, 3847, 0, 1836, 4, 0
700.138414, 3699, 0, 2091, 4, 0
700.141361, 4289, 0, 1835, 2, 0
700.146170, 4003, 0, 1674, 0, 0
700.106203, 4329, 0, 1596, 0, 0
700.107418, 4255, 0, 2070, 3, 3
700.111874, 4363, 0, 1571, 0, 0
700.119620, 4142, 0, 1723, 0, 3
700.125491, 4089, 0, 1802, 0, 0
700.126613, 4008, 0, 1582, 3, 3
700.132488, 3869, 0, 1826, 4, 0
700.138408, 3691, 0, 2148, 2, 3
700.141353, 4272, 0, 1825, 2, 4
700.146161, 4020, 0, 1699, 0, 0
700.153087, 4003, 0, 1333, 2, 0
700.156266, 4149, 0, 1996, 2, 0
700.162386, 3730, 1, 1645, 2, 0
700.164054, 4166, 0, 1645, 0, 0
700.168414, 3853, 0, 1412, 2, 0
700.176137, 4053, 0, 1736, 0, 0
700.178154, 3844, 0, 1599, 2, 0
700.180291, 3905, 1, 2018, 2, 0
700.184275, 3735, 0, 1487, 4, 0
700.195388, 3576, 0, 1039, 2, 0
700.198081, 4352, 0, 1512, 2, 2
700.153079, 4014, 0, 1334, 6, 0
700.156257, 4135, 0, 1985, 0, 0
700.162378, 3747, 0, 1713, 0, 0
700.164049, 4156, 0, 1674, 4, 0
700.168412, 3854, 0, 1420, 4, 0
700.176133, 4042, 0, 1724, 0, 0
700.178152, 3828, 0, 1508, 2, 0
700.180287, 3916, 0, 1992, 2, 0
700.184270, 3745, 0, 1505, 2, 0
700.195386, 3594, 0, 1046, 0, 0
700.198068, 4340, 0, 1521, 4, 0
700.206684, 3813, 0, 1170, 2, 1
700.211112, 3934, 0, 1972, 2, 3
700.214907, 3832, 0, 1768, 0, 0
700.218410, 4159, 0, 2042, 4, 0
700.222795, 4078, 0, 1620, 2, 0
700.226134, 4219, 0, 1550, 2, 0
700.243479, 4260, 0, 1454, 2, 0
700.243846, 4106, 1, 1790, 2, 0
700.206683, 3802, 0, 1224, 2, 0
700.211103, 3932, 0, 1967, 2, 3
700.214901, 3863, 0, 1784, 4, 0
700.218406, 4148, 0, 2034, 2, 0
700.222791, 4095, 0, 1636, 0, 0
700.226131, 4220, 0, 1538, 2, 2
700.243470, 4257, 0, 1476, 2, 0
700.243837, 4115, 0, 1843, 0, 0
700.253380, 4307, 0, 1886, 0, 2
700.255944, 3634, 0, 1764, 2, 0
700.258914, 4117, 0, 1334, 0, 0
700.262794, 4360, 1, 1835, 4, 3
700.273878, 3963, 0, 1558, 6, 0
700.275089, 4231, 0, 1742, 2, 3
700.280016, 4320, 0, 1646, 2, 0
700.283000, 4321, 0, 1663, 2, 0
700.291897, 4279, 0, 1805, 6, 0
700.294172, 3980, 0, 1926, 0, 0
700.253371, 4309, 0, 1913, 0, 2
700.255933, 3619, 0, 1793, 2, 0
700.258909, 4110, 0, 1382, 0, 0
700.262790, 4344, 0, 1758, 5, 0
700.273873, 3951, 2, 1670, 11, 1
700.275086, 4236, 0, 1727, 2, 2
700.280012, 4325, 0, 1595, 2, 0
700.282995, 4322, 0, 1651, 2, 0
700.291889, 4282, 0, 1770, 6, 0
700.294160, 3995, 0, 1934, 0, 0
700.302576, 4007, 0, 1423, 0, 2
700.307365, 4192, 0, 1460, 0, 3
700.310489, 4068, 0, 1800, 2, 4
700.313745, 4418, 0, 1644, 0, 0
700.319435, 4180, 0, 1566, 4, 0
700.321746, 4286, 0, 1637, 2, 0
700.328128, 4075, 0, 2056, 4, 0
700.330916, 4366, 0, 1688, 9, 0
700.337184, 4407, 0, 1697, 2, 0
700.343117, 3692, 0, 1530, 2, 0
700.302569, 3989, 0, 1435, 0, 0
700.307354, 4195, 0, 1525, 0, 0
700.310480, 4063, 0, 1764, 0, 3
700.313741, 4411, 0, 1628, 0, 0
700.319433, 4152, 0, 1594, 4, 0
700.321743, 4284, 0, 1613, 2, 0
700.328124, 4076, 0, 2068, 8, 3
700.330912, 4365, 0, 1705, 2, 0
700.337177, 4403, 0, 1645, 2, 0
700.343107, 3688, 0, 1496, 2, 0
700.350535, 4309, 0, 1647, 0, 0
700.352383, 4317, 0, 1769, 2, 0
700.353439, 4039, 0, 1865, 0, 0
700.363902, 4124, 0, 2121, 0, 0
700.374468, 4251, 0, 1459, 4, 0
700.377643, 3942, 0, 1701, 4, 0
700.385897, 4072, 0, 1938, 4, 0
700.386945, 3629, 1, 1189, 0, 0
700.390246, 3571, 0, 1529, 4, 0
700.394714, 4032, 0, 1600, 4, 0
700.399290, 4130, 0, 1885, 0, 0
700.350520, 4303, 0, 1523, 2, 2
700.352365, 4327, 0, 1797, 2, 2
700.353429, 4029, 0, 1940, 0, 0
700.363897, 4149, 0, 2007, 0, 0
700.374466, 4255, 0, 1387, 3, 2
700.377639, 3920, 0, 1600, 2, 0
700.385888, 4065, 1, 1797, 4, 0
700.386944, 3619, 0, 1167, 4, 2
700.390243, 3557, 0, 1574, 0, 2
700.394705, 4039, 0, 1661, 4, 0
700.399275, 4095, 0, 1974, 0, 4
700.405492, 4127, 0, 1744, 4, 0
700.416881, 4141, 0, 1642, 2, 0
700.420518, 4324, 0, 1568, 4, 0
700.427610, 4157, 0, 1425, 0, 2
700.431873, 4311, 0, 1682, 2, 0
700.435150, 4109, 0, 1641, 0, 0
700.443947, 4071, 0, 1169, 2, 0
700.445613, 4273, 0, 1803, 6, 0
700.405484, 4128, 0, 1713, 4, 0
700.416879, 4116, 0, 1687, 2, 3
700.420514, 4337, 0, 1598, 2, 0
700.427606, 4157, 0, 1338, 0, 2
700.431868, 4324, 0, 1665, 0, 0
700.435144, 4106, 0, 1599, 0, 2
700.443941, 4054, 0, 1078, 0, 0
700.445605, 4290, 0, 1828, 8, 0
700.452692, 3780, 0, 1894, 0, 0
700.452945, 4227, 0, 1976, 8, 0
700.458723, 4078, 0, 1220, 0, 0
700.466566, 3792, 0, 1940, 4, 0
700.470712, 4027, 0, 1631, 2, 0
700.474187, 3929, 0, 1987, 4, 0
700.479215, 4199, 0, 1640, 0, 0
700.482735, 4244, 0, 1877, 2, 0
700.486209, 4017, 0, 1748, 0, 3
700.489759, 3654, 0, 1482, 2, 0
700.495405, 4134, 1, 1752, 4, 0
700.452675, 3782, 0, 1879, 0, 0
700.452935, 4211, 0, 1948, 4, 0
700.458716, 4070, 0, 1285, 9, 0
700.466562, 3819, 0, 1983, 4, 0
700.470708, 4050, 0, 1628, 2, 2
700.474184, 3928, 0, 1942, 2, 0
700.479212, 4193, 0, 1662, 2, 0
700.482731, 4231, 0, 1857, 0, 0
700.486203, 4011, 0, 1748, 0, 2
700.489757, 3633, 0, 1510, 4, 0
700.495391, 4129, 0, 1744, 6, 0
700.509444, 3823, 0, 1965, 4, 0
700.512853, 4360, 0, 1679, 0, 0
700.517483, 4069, 0, 1736, 0, 0
700.524306, 4271, 0, 1916, 6, 0
700.527399, 3433, 0, 1927, 2, 0
700.537588, 4396, 0, 1775, 0, 2
700.542172, 3847, 0, 1948, 4, 0
700.545541, 4072, 0, 1561, 0, 0
700.548675, 4214, 0, 1692, 2, 0
700.509432, 3820, 1, 1961, 4, 0
700.512847, 4363, 0, 1633, 0, 0
700.517479, 4074, 0, 1709, 3, 0
700.524304, 4242, 0, 1920, 4, 0
700.527392, 3417, 0, 1944, 2, 0
700.537582, 4390, 0, 1771, 2, 0
700.542162, 3844, 0, 1885, 4, 3
700.545532, 4057, 0, 1507, 0, 0
700.548662, 4233, 0, 1713, 4, 0
700.551455, 4344, 0, 1860, 0, 0
700.562400, 3923, 0, 1402, 6, 0
700.566805, 4279, 0, 1667, 2, 0
700.566944, 4166, 0, 1463, 3, 0
700.575543, 3610, 0, 1963, 4, 0
700.581387, 2271, 0, 796, 0, 0
700.581884, 3745, 0, 1175, 0, 3
