1400.001478, 15957, 1, 5603, 3, 0, 0.333988
1400.005694, 16194, 0, 7399, 3, 0, 0.415493
1400.006743, 17067, 1, 7141, 2, 0, 0.393732
1400.009130, 16654, 0, 7291, 1, 0, 0.401697
1400.012714, 15863, 0, 6948, 1, 0, 0.366644
1400.013703, 16272, 0, 6894, 0, 0, 0.409117
1400.015436, 16857, 0, 6604, 5, 0, 0.391562
1400.018024, 16874, 0, 6554, 3, 0, 0.396778
1400.021077, 16443, 0, 7137, 1, 0, 0.402828
1400.023497, 16366, 1, 7107, 2, 0, 0.407519
1400.025920, 16112, 0, 7599, 1, 0, 0.407274
1400.028363, 16699, 0, 7199, 2, 0, 0.382269
1400.030918, 14139, 0, 4775, 6, 0, 0.283772
1400.032697, 14261, 0, 4648, 2, 0, 0.271631
1400.034340, 16291, 0, 6730, 3, 0, 0.373816
1400.035288, 14681, 0, 4863, 3, 0, 0.282198
1400.041392, 16561, 0, 6679, 3, 0, 0.369782
1400.043415, 16780, 0, 6747, 3, 3, 0.402053
1400.045501, 15228, 0, 5798, 0, 0, 0.328801
1400.047480, 16154, 0, 7762, 4, 0, 0.375772
1400.049294, 14818, 0, 7432, 1, 0, 0.434500
1400.052024, 16423, 0, 7052, 5, 0, 0.404047
1400.054381, 16595, 1, 6743, 1, 0, 0.371323
1400.058018, 16444, 0, 7358, 0, 0, 0.412475
1400.060288, 15772, 0, 8106, 4, 0, 0.411759
1400.065411, 16518, 0, 7141, 3, 0, 0.412707
1400.068732, 15173, 0, 7876, 3, 0, 0.428820
1400.069223, 14582, 0, 7024, 7, 0, 0.436235
1400.071607, 15159, 0, 6848, 0, 2, 0.429348
1400.075506, 16446, 0, 6513, 3, 0, 0.374149
1400.078019, 15982, 0, 7288, 3, 3, 0.420029
1400.078966, 14797, 0, 7332, 1, 0, 0.427945
1400.081674, 15032, 0, 6871, 1, 0, 0.434763
1400.083704, 16637, 0, 6989, 5, 2, 0.414857
1400.085584, 16656, 0, 7268, 3, 0, 0.405159
1400.091441, 16843, 0, 6076, 4, 0, 0.372060
1400.094831, 16187, 0, 6192, 3, 2, 0.374609
1400.097311, 15846, 0, 6759, 4, 3, 0.423657
1400.099879, 16471, 0, 6706, 0, 2, 0.414606
1400.103361, 16354, 0, 7555, 5, 0, 0.405094
1400.103700, 16171, 0, 7534, 3, 0, 0.419155
1400.106435, 16320, 0, 7434, 3, 0, 0.413362
1400.109949, 16424, 0, 6819, 2, 0, 0.409852
1400.112583, 15974, 0, 6610, 8, 0, 0.420329
1400.114116, 17022, 0, 7180, 2, 0, 0.385778
1400.116301, 16897, 0, 6451, 3, 0, 0.378181
1400.118713, 15357, 0, 5242, 4, 0, 0.322626
1400.125331, 16814, 0, 6642, 3, 0, 0.396467
1400.126868, 16253, 0, 7713, 4, 0, 0.404842
1400.129366, 16719, 0, 6679, 1, 0, 0.400558
1400.130532, 12802, 0, 5032, 6, 0, 0.272821
1400.133280, 16599, 1, 6247, 0, 1, 0.360214
1400.136227, 16452, 0, 6983, 3, 0, 0.408406
1400.141414, 16341, 0, 6100, 2, 0, 0.358733
1400.141808, 15260, 0, 7290, 3, 3, 0.418990
1400.145347, 15957, 0, 7861, 2, 0, 0.404322
1400.147691, 16316, 0, 6845, 1, 0, 0.372294
1400.148018, 16296, 0, 5188, 2, 0, 0.339692
1400.151208, 16828, 0, 6198, 3, 0, 0.397099
1400.152829, 10565, 0, 3563, 2, 0, 0.159429
1400.155028, 16699, 0, 6222, 0, 0, 0.377767
1400.158517, 15555, 0, 7439, 1, 0, 0.419713
1400.159336, 16772, 0, 6961, 3, 0, 0.371889
1400.162096, 16495, 0, 7215, 4, 0, 0.412209
1400.164584, 16007, 0, 7075, 0, 0, 0.417927
1400.166044, 16901, 0, 6617, 1, 0, 0.394368
1400.167606, 16994, 0, 6396, 3, 0, 0.399277
