6129	400.001248	5923	0.400663
5751	400.010647	5537	0.392057
4169	400.023286	3945	0.329272
5229	400.039448	5007	0.364138
4535	400.049269	4312	0.416159
5804	400.057464	5573	0.406967
2183	400.061553	2024	0.055769
5094	400.069183	4875	0.411233
5239	400.075726	5012	0.405308
5307	400.083120	5092	0.429896
5557	400.092369	5333	0.397561
5570	400.103577	5358	0.385925
4626	400.118506	4418	0.419166
5265	400.131905	5057	0.386313
6286	400.135816	6068	0.392592
6169	400.140726	5952	0.416483
4378	400.150913	4159	0.363763
6230	400.155501	6016	0.396719
5766	400.168099	5558	0.395997
4637	400.181404	4431	0.300694
3941	400.182480	3713	0.311858
5043	400.197390	4822	0.377426
5130	400.201392	4918	0.379774
5083	400.208166	4860	0.346080
5644	400.212204	5420	0.434689
5529	400.228808	5312	0.395093
5801	400.236875	5601	0.356631
6210	400.244816	6009	0.428326
5948	400.258099	5736	0.414481
6342	400.262572	6124	0.376842
5545	400.274483	5319	0.392617
2695	400.280184	2548	0.094055
6204	400.282278	5986	0.419622
5555	400.299829	5333	0.439070
5432	400.304459	5213	0.384132
6325	400.318459	6107	0.382371
5289	400.327393	5073	0.407993
4944	400.333637	4733	0.447081
5419	400.347173	5207	0.384467
5028	400.350087	4805	0.335248
5768	400.359311	5556	0.376472
5751	400.367085	5535	0.436956
5575	400.374055	5365	0.381524
4071	400.385475	3888	0.267149
5115	400.397375	4908	0.432426
7047	400.407008	6837	0.398588
5949	400.420335	5728	0.382644
5115	400.424553	4906	0.359080
5391	400.445134	5185	0.388654
5025	400.453409	4807	0.405019
4695	400.457068	4481	0.342963
5214	400.465030	5005	0.354441
5650	400.468536	5436	0.417436
5251	400.485912	5035	0.373679
4760	400.494747	4546	0.353663
4236	400.504902	4032	0.298990
3335	400.507148	3150	0.220673
4934	400.509317	4729	0.450297
6101	400.517355	5898	0.390043
3529	400.521954	3352	0.234208
5099	400.539098	4869	0.390333
6084	400.547071	5872	0.400644
5489	400.560726	5269	0.414699
5134	400.566385	4917	0.406073
5626	400.580082	5402	0.428847
5825	400.586259	5614	0.359056
5389	400.589998	5172	0.381169
5482	400.600599	5267	0.341467
5548	400.608222	5331	0.434344
6167	400.622095	5954	0.425820
5548	400.626622	5336	0.429922
6491	400.635368	6270	0.418597
5677	400.644292	5473	0.343667
5106	400.650223	4912	0.322382
5464	400.660484	5250	0.359868
4912	400.677481	4707	0.347240
6550	400.679098	6339	0.409457
4970	400.691717	4762	0.326494
5774	400.695452	5583	0.322798
6226	400.700555	6012	0.419999
4600	400.720954	4394	0.414968
6006	400.723786	5785	0.418806
5550	400.731946	5349	0.452403
6161	400.749858	5954	0.412032
5779	400.760390	5568	0.390962
6141	400.765998	5929	0.387874
5818	400.778663	5612	0.381432
3017	400.782227	2861	0.115872
5355	400.790911	5141	0.400616
4689	400.799128	4475	0.383105
6351	400.804239	6135	0.424502
5367	400.814621	5148	0.370177
4331	400.825978	4142	0.261819
5524	400.834082	5310	0.364627
5318	400.836127	5100	0.380037
6306	400.845852	6089	0.401185
4355	400.858536	4143	0.325241
6351	400.869363	6136	0.396392
5437	400.877179	5220	0.423015
5026	400.887089	4812	0.377100
5693	400.892644	5485	0.454532
6433	400.903015	6223	0.430908
6118	400.916232	5910	0.422725
4712	400.929838	4500	0.299288
5449	400.935153	5240	0.417208
4403	400.944864	4187	0.426381
5188	400.946059	4984	0.359818
4977	400.956577	4778	0.425736
5691	400.965957	5490	0.430706
6278	400.974806	6066	0.415261
5633	400.986807	5428	0.400577
4116	400.995860	3898	0.337845
5075	401.007964	4864	0.394811
3050	401.017541	2853	0.232274
6966	401.030092	6755	0.394997
3792	401.037157	3562	0.350678
6018	401.043763	5802	0.417180
5009	401.051376	4796	0.414313
4516	401.059258	4301	0.365341
6078	401.077620	5862	0.419244
6247	401.081375	6030	0.437553
5978	401.092228	5761	0.406229
4459	401.096761	4251	0.345939
4136	401.107706	3944	0.280297
5261	401.112763	5062	0.394002
5424	401.123764	5212	0.420670
5219	401.127765	5021	0.416392
5572	401.137140	5367	0.395332
6087	401.147304	5873	0.412107
5048	401.164904	4834	0.437795
6331	401.168790	6119	0.410195
5779	401.173276	5580	0.381101
5061	401.182942	4842	0.385656
4424	401.199602	4212	0.376738
